ensgene,SRR923920,SRR923921,SRR923923,SRR923924,SRR923925,SRR923927,SRR923926,SRR923929,SRR923928,SRR923930,SRR923931,SRR923933,SRR923932
ENSG00000014138,297,526,366,397,322,292,402,522,375,511,729,460,438
ENSG00000014164,293,1106,795,844,362,341,651,737,603,597,803,517,500
ENSG00000014216,2814,6091,5309,4430,3670,2798,5849,8255,4136,6037,6996,6605,5093
ENSG00000014257,54086,63058,538449,32893,280134,42944,254448,18727,11116,48057,64727,3109,55172
ENSG00000014641,1666,1965,3599,2544,2906,2082,4319,2146,1842,2042,2632,2731,2524
ENSG00000014824,1374,1029,2020,1079,1987,1014,1682,644,803,873,1151,812,1144
ENSG00000014914,267,746,324,357,409,803,379,1221,950,623,1145,824,938
ENSG00000014919,1174,929,1016,705,1025,827,1247,860,772,914,1294,1060,949
ENSG00000015133,943,1786,1615,2107,1141,717,1764,2052,1316,912,1784,1217,1291
ENSG00000015153,413,378,388,389,546,333,471,340,461,239,349,492,650
ENSG00000015171,1784,1797,2928,1035,2643,2035,2185,2018,1891,2292,3474,2439,2291
ENSG00000015285,215,745,97,172,154,354,222,395,859,53,511,79,189
ENSG00000015413,167,16,3,231,2,28,84,45,34,25,21,17,12
ENSG00000015475,703,572,555,899,670,513,670,541,397,345,556,400,402
ENSG00000015479,3527,3923,5300,3098,6028,3447,5935,3462,4680,4518,4964,6071,6096
ENSG00000015520,14,37,32,16,2,29,40,29,13,49,116,29,56
ENSG00000015532,954,1562,1799,2888,1343,813,1778,2080,1068,1159,1873,1536,1472
ENSG00000015568,439,383,715,449,544,515,400,551,367,637,682,529,505
ENSG00000015592,3,0,0,1,0,25,3,0,0,0,0,0,3
ENSG00000015676,2672,4234,3250,2985,2847,2569,2951,3834,3789,2441,3729,2874,2810
ENSG00000016082,253,397,531,174,634,923,459,944,816,880,979,1171,1292
ENSG00000016391,3797,2138,1752,3576,1589,1733,2962,1634,1498,1129,746,1072,1421
ENSG00000016402,969,562,745,1012,667,588,841,558,333,837,636,820,651
ENSG00000016490,0,0,0,0,0,9,0,0,40,0,3,3,0
ENSG00000016602,0,42,98,1,128,30,56,159,37,138,464,226,67
ENSG00000016864,2305,1878,2202,2061,1901,1745,2280,1828,1769,1241,2155,1591,1873
ENSG00000017260,6217,2663,6319,3444,5969,2885,7343,1704,1692,2310,2296,2071,2875
ENSG00000017427,1540,2087,3039,584,3557,1487,1414,2521,1642,1593,3232,2545,3023
ENSG00000017483,36,156,118,51,155,222,112,411,225,63,543,185,184
ENSG00000017797,6647,3398,3397,3769,5969,6714,3087,4587,3480,4193,3805,4599,4060
ENSG00000018189,637,721,791,631,989,983,979,1002,1013,916,1093,1265,1539
ENSG00000018236,361,300,363,251,727,670,594,476,722,963,1364,1119,1465
ENSG00000018280,106,111,74,311,94,75,77,55,51,52,51,102,70
ENSG00000018408,492,973,1126,540,1025,532,968,847,951,1035,1719,1653,1653
ENSG00000018510,337,334,289,230,389,322,382,363,356,411,528,532,612
ENSG00000018607,0,0,2,0,0,0,0,0,1,0,5,0,0
ENSG00000018610,308,367,393,459,533,351,585,336,301,236,541,740,593
ENSG00000018625,114,639,1661,146,1260,256,1055,1427,691,779,2820,1135,1673
ENSG00000018699,296,264,358,368,397,224,430,352,245,275,321,520,463
ENSG00000018869,104,121,130,128,139,125,168,90,128,54,166,90,95
ENSG00000019102,3424,495,1339,1450,1229,2242,2356,1438,162,1971,1006,517,1007
ENSG00000019144,1608,3579,2507,2438,2634,2057,3035,5744,2876,2561,4275,3405,4517
ENSG00000019169,6,19,5,40,11,47,2,11,3,0,8,8,5
ENSG00000019186,0,15,6,2,31,21,33,38,23,4,11,116,18
ENSG00000019485,162,461,588,376,453,396,559,926,457,734,1085,704,834
ENSG00000019505,3,32,145,341,57,6,158,134,5,97,177,18,92
ENSG00000019549,396,423,1112,160,696,623,464,880,402,727,3032,904,761
ENSG00000019582,87009,157394,28378,36587,46614,114844,52177,121394,142812,31636,78757,34768,40839
ENSG00000019991,235,246,97,94,146,258,218,396,366,188,313,383,382
ENSG00000019995,1504,1144,1353,626,1360,1106,1132,1282,1301,1200,1689,1233,1529
ENSG00000020129,2261,1683,1330,2099,792,1293,1391,1425,1252,1062,1407,768,761
ENSG00000020181,2200,5719,6168,3335,4938,5160,4726,9261,6650,6047,12553,8030,11021
ENSG00000020219,0,6,0,3,0,0,0,0,14,0,11,0,0
ENSG00000020256,565,933,813,871,540,630,690,716,744,644,855,698,605
ENSG00000020426,506,301,414,470,676,478,545,383,353,317,500,513,487
ENSG00000020577,305,462,388,307,412,495,435,417,413,399,624,583,950
ENSG00000020633,315,1349,159,372,287,557,445,509,2056,226,691,387,338
ENSG00000020922,560,626,450,738,610,639,452,503,605,531,729,642,585
ENSG00000021300,2587,981,580,755,1004,2082,757,838,980,786,682,417,573
ENSG00000021355,533,737,408,235,1205,872,842,988,982,985,1319,1429,1311
ENSG00000021461,3,0,14,0,17,1,10,3,2,5,1,2,8
ENSG00000021488,56,72,24,25,64,40,27,55,64,13,41,25,73
ENSG00000021574,116,121,196,101,371,150,238,125,133,170,181,227,261
ENSG00000021645,503,434,356,170,320,709,368,772,354,408,726,805,724
ENSG00000021762,1416,1552,1577,2747,1090,1306,1664,1999,1126,1007,2015,1600,1335
ENSG00000021776,1348,1276,1457,1637,1091,1219,1102,1348,1014,1002,1537,886,960
ENSG00000021826,731,182,14,209,31,1015,33,39,57,62,81,62,62
ENSG00000021852,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000022267,3699,7456,6790,3025,7322,5524,5878,10325,9316,12964,16097,13707,11529
ENSG00000022277,1931,1781,2218,1816,2293,1818,2349,1867,1567,1570,2123,2109,2459
ENSG00000022355,10,1,9,1,0,0,2,1,0,0,0,0,0
ENSG00000022556,11,510,336,1,524,10,16,120,300,213,15,51,356
ENSG00000022567,494,983,917,713,496,383,788,1028,594,913,990,796,895
ENSG00000022840,4575,4208,4999,4946,4260,3588,5913,3926,3376,2831,4151,2979,4043
ENSG00000022976,598,798,560,616,542,572,710,604,762,487,598,620,627
ENSG00000023041,1722,1340,1516,785,1519,1271,1693,1469,1189,1254,1426,1215,1422
ENSG00000023171,67,215,142,232,95,207,157,183,213,51,247,197,106
ENSG00000023191,1671,3385,4371,3261,3464,2039,4626,2855,1611,3021,4150,3762,3252
ENSG00000023228,1652,1582,2629,2054,2002,1365,2638,1622,1333,1289,2185,1648,1717
ENSG00000023287,1468,1192,964,790,1975,1074,1530,818,1487,1079,1155,1877,1940
ENSG00000023318,2360,2444,3596,3934,2925,1802,3353,2232,1860,1586,2333,1772,1925
ENSG00000023330,906,1467,1887,1499,1075,844,1874,1359,1041,1211,1355,939,1068
ENSG00000023445,726,1737,394,504,1978,1193,1323,1209,3032,456,1357,1491,1525
ENSG00000023516,276,381,508,414,567,482,560,392,560,610,686,698,684
ENSG00000023572,126,103,398,427,329,245,506,221,83,85,82,95,162
ENSG00000023608,166,173,200,139,247,174,339,179,102,296,323,428,374
ENSG00000023697,338,295,404,209,403,333,465,308,286,229,462,445,473
ENSG00000023734,1227,1255,1792,1143,2282,1015,2396,1061,795,722,1693,1388,1677
ENSG00000023839,46,18,25,7,20,13,48,23,25,63,42,69,34
ENSG00000023892,1046,1543,824,668,817,902,1507,852,1501,714,978,1034,1038
ENSG00000023902,1077,1577,1149,1032,1297,1414,921,1688,1974,579,1755,1026,1275
ENSG00000023909,324,192,274,181,355,212,329,187,263,260,212,342,351
ENSG00000024048,1710,1435,1457,1221,1316,1531,1395,1304,1517,1179,1893,1355,1514
ENSG00000024422,1442,3319,3093,2341,2196,1752,2490,5478,2981,5019,5756,4998,5350
ENSG00000024526,76,104,24,28,192,0,71,28,30,10,32,2,64
ENSG00000024862,721,405,581,204,794,810,799,407,449,468,525,646,576
ENSG00000025039,345,409,1053,264,611,670,611,526,332,710,481,537,432
ENSG00000025156,221,299,476,495,363,334,378,494,430,414,639,603,672
ENSG00000025293,1654,1285,1174,1286,1874,1682,1566,1460,1664,1125,1477,1792,1741
ENSG00000025423,6484,2447,293,1938,668,1553,2819,533,1045,598,797,589,798
ENSG00000025434,1058,1295,871,669,773,1993,1092,1418,1154,775,983,938,1058
ENSG00000025708,565,1664,451,385,506,686,1334,724,992,320,541,772,508
ENSG00000025770,703,866,733,810,666,929,916,913,685,680,887,905,932
ENSG00000025772,809,1125,927,1346,1066,861,1397,1350,878,893,1226,1066,1102
ENSG00000025796,2090,1945,4145,3086,4437,1585,3793,2065,1980,1991,2857,2511,2914
ENSG00000025800,3072,2885,3797,3021,2958,2810,2927,3168,2699,2650,3369,2650,3027
ENSG00000026025,28062,24932,28434,18270,19434,38952,18565,29731,38262,23017,32874,30996,31161
ENSG00000026036,418,1076,678,961,615,493,889,956,590,764,1064,897,853
ENSG00000026103,404,522,414,476,395,644,344,636,657,732,1095,1044,547
ENSG00000026297,2951,2551,1827,3095,2350,4097,2747,3028,3343,2845,3084,2904,3426
ENSG00000026508,10253,4579,5920,8505,7049,8144,7016,5857,5686,6567,10571,6654,4644
ENSG00000026559,89,230,287,233,125,115,129,351,173,448,246,225,149
ENSG00000026652,122,312,227,155,333,304,267,414,401,207,419,488,674
ENSG00000026751,243,1061,80,141,174,1048,349,763,693,48,480,244,159
ENSG00000026950,2837,4976,1907,1288,1599,2702,2223,3478,4499,2294,3502,2594,2657
ENSG00000027001,6094,2013,1119,517,1172,3437,2710,470,1461,187,585,362,268
ENSG00000027075,1579,1183,2059,1222,1387,980,1810,994,1310,801,1359,883,1144
ENSG00000027644,0,25,6,19,2,8,29,58,54,209,108,45,28
ENSG00000027697,1337,1719,2270,2220,2219,1563,2044,1425,1361,1264,2467,1729,1884
ENSG00000027847,1168,1000,889,1446,849,820,1091,911,612,743,1069,658,655
ENSG00000027869,38,155,38,59,42,49,62,51,151,23,78,44,49
ENSG00000028116,398,560,475,578,567,375,592,484,571,511,578,564,588
ENSG00000028137,641,1424,338,373,541,880,649,776,1253,464,772,571,565
ENSG00000028203,1358,1056,1801,1035,1414,1451,1313,1296,1371,1206,1656,1223,1465
ENSG00000028277,416,1795,424,904,653,514,545,1221,3029,335,983,511,678
ENSG00000028310,860,1186,950,1295,1214,1072,1355,1379,1263,1061,1303,1560,1724
ENSG00000028528,3299,4150,4793,4704,4288,3440,5032,4698,3075,3137,5283,3926,3720
ENSG00000028839,2660,1338,2092,756,1714,1834,2335,674,889,790,988,761,1113
ENSG00000029153,38,70,17,15,75,53,105,72,85,24,122,161,70
ENSG00000029363,2563,2120,2832,2345,3586,2636,3416,2422,2788,2442,2972,3444,3532
ENSG00000029364,3502,2423,4239,3136,3252,2489,2629,2166,1632,2174,3251,1629,1583
ENSG00000029534,114,146,37,96,38,91,152,97,102,74,94,83,31
ENSG00000029559,0,0,0,10,5,0,0,0,0,0,0,0,0
ENSG00000029639,220,205,175,270,194,256,250,210,162,272,222,236,259
ENSG00000029725,2371,1286,2115,2128,2774,1871,2538,1786,1317,1687,1599,1639,1679
ENSG00000029993,464,554,472,574,545,227,610,289,286,198,316,269,546
ENSG00000030066,560,674,876,777,825,687,818,840,854,877,1065,1267,1072
ENSG00000030110,520,536,469,669,420,445,525,387,401,345,551,249,283
ENSG00000030304,6,5,1,0,9,1,2,0,4,0,11,10,3
ENSG00000030419,92,106,93,109,96,81,153,156,91,222,131,453,196
ENSG00000030582,7453,11785,8722,5407,8394,8283,9740,5859,6105,6658,7905,5844,5520
ENSG00000031003,1145,1258,1373,892,1249,1313,1192,1199,1031,1394,2343,1277,1130
ENSG00000031081,473,730,506,573,443,475,506,824,901,386,734,603,809
ENSG00000031691,57,101,75,79,89,92,103,50,126,108,96,119,124
ENSG00000031698,3599,4114,4112,3743,4621,3946,4462,4241,3603,3584,4509,4037,3918
ENSG00000031823,1456,2511,2762,2662,1895,1722,2051,2312,1982,2263,3041,2036,1834
ENSG00000032219,1104,977,1046,784,2003,1136,1546,1121,1848,1413,1238,2649,2454
ENSG00000032389,834,564,674,749,727,640,930,520,421,376,536,454,369
ENSG00000032444,827,2155,1288,1693,1068,816,1712,1577,1426,1118,2039,1802,1877
ENSG00000032742,355,337,348,392,365,418,349,286,288,336,319,407,442
ENSG00000033011,1151,1065,1007,1142,1080,755,1002,933,695,527,787,591,505
ENSG00000033030,661,819,874,758,730,935,800,916,1055,875,1062,1004,1116
ENSG00000033050,1185,1452,1438,1374,1113,711,1499,1480,1097,809,1341,872,1152
ENSG00000033100,1140,1345,1185,2188,989,786,1360,1288,928,801,1031,781,867
ENSG00000033122,134,46,54,139,43,192,64,32,36,75,59,18,31
ENSG00000033170,541,504,417,383,378,632,396,548,565,540,794,518,515
ENSG00000033178,394,409,607,306,682,373,680,407,384,419,444,555,485
ENSG00000033327,460,870,243,440,435,479,402,787,619,470,853,484,843
ENSG00000033627,2803,3873,4655,3048,2342,2846,2804,3515,2981,2762,3937,2286,2697
ENSG00000033800,1638,2255,2482,1406,2067,1803,1775,2432,2036,2133,2648,2050,2093
ENSG00000033867,296,320,331,419,498,505,390,269,468,307,446,690,833
ENSG00000034053,251,481,158,797,106,142,200,236,400,98,330,110,94
ENSG00000034152,937,856,1037,1146,1021,775,1045,1188,931,472,1003,860,843
ENSG00000034239,3,66,173,26,169,84,79,108,48,95,268,158,222
ENSG00000034510,46521,25995,8522,18352,17430,39015,7387,16853,45964,7835,12753,4720,5909
ENSG00000034533,1286,547,741,517,625,800,619,664,439,636,603,359,479
ENSG00000034677,572,899,799,490,977,640,862,874,1135,993,1421,1208,1265
ENSG00000034693,398,402,856,431,516,328,618,433,388,389,584,415,363
ENSG00000034713,1571,1026,1593,1354,3249,1575,3113,1019,961,872,1216,2085,2386
ENSG00000034971,162,197,96,36,341,402,143,125,492,685,279,829,153
ENSG00000035115,458,858,953,2265,1108,754,1145,1660,760,1027,1328,1256,1169
ENSG00000035141,1923,1484,1803,2225,1879,1510,2159,1539,1048,1066,1387,1198,1251
ENSG00000035403,4545,7340,8274,3985,6123,6573,5168,9117,7569,9071,16945,9553,9127
ENSG00000035499,15,55,0,35,28,25,12,4,5,0,17,0,8
ENSG00000035664,238,467,231,376,320,325,487,473,322,801,317,583,470
ENSG00000035681,568,1495,1159,1089,1269,583,1072,598,1031,818,1306,923,862
ENSG00000035687,687,718,1463,1027,977,521,1219,741,718,896,970,987,917
ENSG00000035720,6,199,10,120,22,60,88,28,209,7,35,25,34
ENSG00000035862,7228,10510,5918,6419,8139,10417,8080,13459,12340,9090,16465,12753,17106
ENSG00000035928,1199,1095,1249,801,1928,954,1830,970,1116,1138,1441,1776,1982
ENSG00000036054,520,464,516,342,703,638,630,420,510,556,646,660,582
ENSG00000036257,1915,1731,2498,1889,2377,1770,2570,1659,1697,1523,2222,2022,2115
ENSG00000036448,93,109,133,61,77,90,156,192,102,113,187,103,77
ENSG00000036473,0,9,0,0,0,0,0,0,6,0,2,8,5
ENSG00000036530,158,148,185,97,172,206,228,152,120,164,168,149,233
ENSG00000036549,821,636,819,649,814,1009,828,594,695,720,975,752,717
ENSG00000036565,5,9,0,10,3,5,16,16,3,31,68,0,3
ENSG00000036672,32,39,68,39,29,42,44,138,77,167,114,99,107
ENSG00000036828,0,1,2,0,0,0,6,0,0,12,5,15,19
ENSG00000037042,382,1088,885,868,1004,971,1021,2204,1262,1452,2162,1627,1488
ENSG00000037241,407,253,234,348,382,276,493,301,247,257,295,239,280
ENSG00000037280,164,503,492,669,302,159,448,626,324,290,521,280,577
ENSG00000037474,1086,1073,1659,1793,1158,1216,1445,1226,1101,1252,1403,1063,1059
ENSG00000037637,2156,1573,1790,1476,1547,1627,1664,1537,1066,1056,1514,1334,1280
ENSG00000037749,45,61,60,39,68,45,58,51,41,55,45,39,22
ENSG00000037757,970,1345,1445,1255,906,1026,867,1873,965,1311,1245,1304,1181
ENSG00000037897,720,516,621,862,525,502,607,547,334,416,464,416,372
ENSG00000037965,8,9,8,0,2,22,1,31,15,2,0,1,16
ENSG00000038002,574,395,826,895,554,358,781,375,360,335,460,379,314
ENSG00000038210,156,160,211,118,415,80,396,131,128,136,112,242,199
ENSG00000038219,3708,3294,3032,2707,4118,3596,4588,3769,5709,3564,3690,6075,5564
ENSG00000038274,827,1502,2100,754,1512,1052,1718,1368,1418,1647,2273,2267,1999
ENSG00000038295,47,43,51,24,83,46,38,49,78,86,29,48,81
ENSG00000038358,777,1914,1625,1960,1589,719,2113,1965,1267,1629,1846,2213,2005
ENSG00000038382,1168,1686,1698,1320,1345,1039,1771,1423,1254,1026,2077,1688,1725
ENSG00000038427,3720,1287,255,1894,681,1612,706,1172,1405,407,2867,719,1509
ENSG00000038532,550,1099,1171,1503,808,554,1037,964,720,710,1189,824,881
ENSG00000038945,622,403,51,123,115,638,152,113,165,122,199,31,107
ENSG00000039068,6322,8193,19135,11958,9434,3532,10818,5450,3451,6975,10129,6164,7151
ENSG00000039123,3547,3501,9609,5156,8529,2923,4558,3066,2168,2614,3101,1973,2280
ENSG00000039139,2651,165,159,127,408,322,657,57,173,0,51,116,88
ENSG00000039319,466,632,1004,759,1080,852,844,571,556,787,934,894,811
ENSG00000039523,1018,2594,1997,2375,1139,1381,1504,3604,2420,1998,2333,1690,2206
ENSG00000039537,15,9,26,0,43,24,15,56,65,6,79,121,55
ENSG00000039560,999,626,539,672,546,511,592,704,828,767,839,811,679
ENSG00000039600,0,3,16,14,10,1,2,0,3,0,5,2,6
ENSG00000039650,2938,3096,2427,3951,2498,2075,3121,2532,2087,1836,1965,2099,2505
ENSG00000039987,5,7,0,14,6,8,28,36,15,33,17,45,23
ENSG00000040199,622,365,387,398,414,353,476,377,313,325,450,427,536
ENSG00000040275,195,214,115,202,210,157,117,151,201,100,175,204,130
ENSG00000040341,583,835,776,530,544,497,754,519,790,747,697,567,526
ENSG00000040487,340,509,487,494,363,351,466,409,230,331,372,343,295
ENSG00000040531,743,920,992,1119,838,552,793,799,574,539,717,585,622
ENSG00000040608,23,112,148,101,52,85,90,51,21,122,97,103,43
ENSG00000040633,1708,1372,2273,1007,1804,1415,1275,1192,1015,1153,1183,755,989
ENSG00000040731,0,99,171,79,108,90,64,117,154,86,475,150,246
ENSG00000040933,752,1003,587,679,673,1058,742,816,980,501,977,733,658
ENSG00000041353,2264,714,2004,833,1240,1147,1308,423,369,930,927,459,636
ENSG00000041357,3224,2717,3986,2946,5226,2592,4798,2866,2706,1647,2173,2899,3017
ENSG00000041515,11,49,55,10,30,30,19,28,65,84,36,30,69
ENSG00000041802,927,1586,1508,1562,1437,936,1480,1341,1275,1070,1441,1192,1410
ENSG00000041880,559,1457,1138,951,792,833,1289,2720,1012,1223,2341,1502,1072
ENSG00000041982,1416,5582,5865,2047,3651,1897,4117,7964,4093,1227,7176,4675,5552
ENSG00000041988,820,1496,1065,1475,1302,769,1315,1299,858,1317,1480,1370,1209
ENSG00000042062,51,190,146,208,198,117,175,304,271,83,374,193,288
ENSG00000042088,395,584,484,524,383,441,326,420,615,368,462,256,365
ENSG00000042286,144,430,367,248,377,291,386,336,404,325,569,337,470
ENSG00000042304,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000042317,215,225,284,216,312,333,259,279,281,207,302,336,314
ENSG00000042429,554,544,662,762,668,493,775,529,500,871,696,784,668
ENSG00000042445,2038,1778,3845,2613,2486,1474,3183,1801,1013,1652,2326,1307,1538
ENSG00000042493,834,1221,1739,597,1328,2581,1401,1181,1451,1886,1638,1540,1058
ENSG00000042753,5084,4162,3282,5367,1933,2958,3610,1652,1723,1755,2822,974,918
ENSG00000042781,5,6,6,7,0,12,8,15,3,9,11,20,6
ENSG00000042813,0,0,0,0,1,0,3,0,0,0,0,1,0
ENSG00000042832,14,87,76,17,151,50,112,94,38,202,146,130,179
ENSG00000042980,389,467,134,130,212,355,333,266,784,172,446,278,180
ENSG00000043039,59,178,118,283,108,47,263,342,130,583,609,857,364
ENSG00000043093,454,325,433,352,575,507,624,352,373,278,500,549,671
ENSG00000043143,991,3016,1571,847,1365,1398,1612,2520,2425,2097,3226,2599,2654
ENSG00000043355,211,215,2,24,61,189,156,0,90,0,0,0,5
ENSG00000043462,1117,2246,333,597,609,1330,876,1003,2800,262,1558,602,735
ENSG00000043514,453,539,744,598,659,368,817,609,385,590,696,747,549
ENSG00000043591,334,378,352,302,479,170,462,95,135,109,104,180,196
ENSG00000044012,0,0,0,0,0,3,9,0,0,0,92,0,0
ENSG00000044090,1217,1908,1789,2553,1636,959,1887,1901,1312,1158,1921,1771,1452
ENSG00000044115,5400,8023,10604,8023,7327,4534,9821,7763,5833,6776,10223,7949,7605
ENSG00000044446,2871,1613,1581,2049,1188,2208,1958,2126,1397,1627,2065,1655,1600
ENSG00000044459,377,292,316,348,944,461,291,488,429,420,442,634,658
ENSG00000044524,643,605,649,339,1235,949,977,514,819,863,2177,1073,1482
ENSG00000044574,8937,8844,16406,20510,13282,4608,17515,6601,5419,5714,7300,6877,6995
ENSG00000046604,1123,1260,3229,1433,2666,1005,1809,984,884,2019,1509,1411,1098
ENSG00000046647,549,502,650,611,450,696,532,684,558,411,600,420,330
ENSG00000046651,1495,1180,1585,1318,1573,1236,1879,1306,1470,1009,1275,1387,1896
ENSG00000046653,259,505,832,337,1032,511,679,1251,945,1148,1809,1252,1828
ENSG00000046774,21,1,0,0,0,152,0,0,3,0,0,0,0
ENSG00000046889,116,145,137,106,171,202,178,188,187,193,397,248,293
ENSG00000047056,390,564,808,633,712,392,832,454,496,491,755,679,481
ENSG00000047188,633,743,768,704,654,626,595,591,630,448,738,733,779
ENSG00000047230,1329,965,1117,852,935,959,1203,1000,756,1067,1048,905,836
ENSG00000047249,1041,1138,1352,1015,1161,915,1669,847,841,977,1092,975,829
ENSG00000047315,2477,2394,2417,2664,2985,2393,3302,2088,2175,2140,2812,2500,2852
ENSG00000047346,1799,1348,1351,1992,1755,1642,1369,1541,1252,1130,1552,1051,1241
ENSG00000047365,214,286,138,146,133,153,199,194,363,141,195,234,228
ENSG00000047410,1915,2283,2460,2765,2684,1986,3045,3059,2508,2214,3467,3141,2950
ENSG00000047457,360,1912,201,311,1368,530,1944,1426,1391,456,851,1868,2503
ENSG00000047578,1374,2040,2497,1967,959,821,1595,1493,1106,1124,1747,876,1023
ENSG00000047579,510,467,395,591,691,526,681,505,581,544,574,588,554
ENSG00000047597,0,31,174,72,51,7,78,52,24,48,69,45,60
ENSG00000047617,59,20,34,45,20,49,55,55,23,51,39,33,71
ENSG00000047621,625,447,627,334,506,616,639,376,363,351,589,374,482
ENSG00000047634,153,279,379,195,328,268,400,325,351,335,330,556,456
ENSG00000047644,1451,1625,1565,1482,895,1240,1182,1914,1457,1547,1826,1505,1595
ENSG00000047648,1942,1286,2308,1431,1896,1493,1991,1068,925,1996,1518,1072,1548
ENSG00000047662,162,367,301,244,379,349,354,334,268,476,521,514,446
ENSG00000047849,3372,9438,5830,7365,4401,3523,6173,8401,7455,5295,9031,5796,7477
ENSG00000047932,465,465,700,564,751,589,790,622,615,846,1098,1052,1005
ENSG00000047936,12,4,2,9,0,0,0,0,0,0,1,0,0
ENSG00000048028,730,828,867,656,714,795,668,885,619,1195,1163,666,829
ENSG00000048052,113,272,278,122,331,345,197,290,352,436,605,462,396
ENSG00000048140,1032,1074,1004,1523,983,666,1277,994,672,550,960,560,755
ENSG00000048162,1412,1063,1129,1795,1287,1574,1457,1366,1090,1028,1268,1323,1015
ENSG00000048342,437,482,513,565,574,569,410,560,453,611,921,560,576
ENSG00000048392,313,323,375,167,631,342,405,221,285,289,411,373,423
ENSG00000048405,389,271,386,380,359,394,304,243,274,243,334,287,295
ENSG00000048462,17,37,0,1,9,8,16,141,65,0,26,91,3
ENSG00000048471,605,863,558,636,652,812,557,628,848,695,988,653,772
